Timestamp,Username,"Basic Information:
1.  Name of Student :",2. Gender of Student," 3.  Age Group of Student
",4. Name of Institute where you are Studying.,5. Please specify your residential area.,"Academic Performance: (Educational Information)
6. 10th percentage",7. 12th percentage Or Diploma Percent,8. Aggregate CGPA till current semester,9. Do you have any current backlog subjects?,10. Have You attended nursery school?,11. Specify the reason of choosing this College ,12. Which course of Engineering you are Pursuing Currently (Branch of Engineering),13. Specify the reason of choosing this course.,"Personal Background:
14. What is the status of   student’s  Mother Education(Mother is Educated or not if yes plz  specify in answer)",15. What is the Job Status of   student’s   Mother?,16. What is the status of   student’s  Father Education( Father Educated or not if yes plz  specify in answer),17. What is the Job Status of   student’s   Father ?,18. Who is student's Current Guardian?,19. What is Size of your family,20. What is your parental relationship Status,21. Rate the quality of family relationships (as 1 marks  for very  Happy and Healthy and 5 is the mark if you    think the relationship of family is  is poor,22. What is your family income?,"Study Habits and Resources:
23. Do you have internet access at home? (Yes/No)",24. What is your mode of transport?,25. How much Travel time is required for your daily commute from home(your staying place) and college.,26. Specify your approximate daily study time?,"Extracurricular Activities:
27. Does your institute provide any extracurricular courses?",28. Have you participated in any workshops or seminars?,29. Do you participate in any community service or volunteering activities? ,"30. Rate your communication skills (1 for excellent, 5 for poor)","31. Rate your leadership qualities (1 for excellent, 5 for poor)","32. Rate your teamwork skills (1 for excellent, 5 for poor)","Internships and Projects:
33. Have you completed any internships till today?",34. Whether these internship were paid or free?,35. Have you completed any Projects Successfully  till today?,"Peer Influence:
36. Rate the quality of your peer group (1 for very positive, 5 for very negative)","Time Management:
37. How well do you manage your time? (1 for excellent, 5 for poor)","Mental Health:
38. What is the status of your current health?(1 for very good 5 for Bad)","39. How often do you feel stressed? (1 for never, 5 for always)",40. Do you have any coping mechanisms for stress? ,"Additional Interests:
41. What are your hobbies and interests?","42. How often do you go out with friends? (1 for never, 5 for very frequently)?",43. Do You have any  romantic relationship ?,"Family Support and Motivation:
44. Does your family motivate you to attend any extra or syllabus-related classes? ",45. Are you attending any other paid classes? ,"Future Aspirations:
46. Are you placed? (Mention Name of Employer if Yes)",47. Are you interested in higher education?,"Substance Use:
48. Do you consume alcohol?",49. Do you Smoke?,50. Do You have any other Addictions?
2024/12/31 3:08:28 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE ,URBAN,76,83,6,NO,YES,Reputation of College,ENTC ,Any other,School,Housewife,School,Any Other,Father,Greater than 4,Living together,5,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,Yes,Yes,3,2,3,Yes,FREE,Yes,3,2,1,2,No,I like to read novels,3,No,Yes,No,No,Yes,No,No,No
2024/12/31 3:11:47 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms coe pune,URBAN,93%,95%,9.8,NO,YES,Close to home,EnTC,Any other,UG,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,30 min to 1 hour,No,No,Yes,2,2,2,Yes,PAID,Yes,2,2,4,3,No,Basketball ,2,No,No,No,No,No,No,No,No
2024/12/31 3:25:01 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,92,74,9.44,NO,YES,Family pressure,Electronics and Telecommunication ,Any other,PG,Housewife,PG,Industrial Job,Father,Greater than 4,Living together,1,8 Lakh to 15 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,No,No,4,4,2,No,None,No,4,4,3,4,Yes,Gaming,4,No,Yes,No,Nil,Yes,No,No,No
2024/12/31 3:25:44 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms coe ,URBAN,80,84,7.9,NO,YES,Course preference,E&TC,Your preference,School,Housewife,School,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Private car/Bike,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,1,1,1,No,Playing Football ,2,No,Yes,No,No,No,No,No,No
2024/12/31 3:44:34 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COLLEGE OF ENGINEERING ,RURAL,89.6,86,6.57,NO,YES,Course preference,Electronics and telecommunication ,Your preference,PG,Housewife,UG,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Any Other,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,2,2,2,Yes,FREE,Yes,3,2,1,3,Yes,Reading cooking sketching ,4,Yes,Sometimes,No,No,Yes,No,No,No
2024/12/31 3:52:55 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE PUNE ,URBAN,98.2,75,8,NO,YES,Course preference,ENTC,Any other,Highschool,Housewife,PG,Teacher,Father,Less or equal to 4,Living Apart,1,8 Lakh to 15 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,No,Yes,No,3,3,2,No,,Yes,2,4,3,3,No,Playing sports ,3,No,Yes,No,No,Yes,No,No,No
2024/12/31 4:24:48 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms coe ,URBAN,90.2,63.67,7.8,NO,NO,Course preference,Electronics and telecommunication ,Any other,School,Any other,High School,Industrial Job,Mother,Less or equal to 4,Living together,4,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,3,3,1,No,NA,Yes,2,3,3,3,No,Cooking dancing reading ,3,No,Sometimes,No,No,Yes,No,No,No
2024/12/31 4:27:03 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COLLEGE OF ENGINEERING ,RURAL,90,67,8.86,NO,YES,Course preference,Electronic and telecommunications ,Your preference,School,Housewife,PG,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,Yes,Yes,2,2,2,No,,No,2,2,1,2,No,Dance ,3,No,Yes,No,No,Yes,No,No,No
2024/12/31 4:45:55 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE ,URBAN,92,63,8,NO,YES,Course preference,ENTC,Your preference,UG,Housewife,UG,Business,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 to 30 min,15 to 30 min,YES,Yes,No,2,2,1,No,,No,2,2,2,2,No,Basketball ,5,No,Sometimes,No,No,No,No,No,Yes
2024/12/31 5:13:25 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"Aissms coe, pune",URBAN,96.8,97.3,9.09,NO,YES,Course preference,Electronics and telecommunication engineering ,Your preference,UG,Teacher,High School,Business,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 min,1 hour - 4 hour,YES,Yes,Yes,2,2,2,Yes,PAID,Yes,2,3,2,3,No,"Dancing, reading",3,No,Yes,No,No,Yes,No,No,No
2024/12/31 5:42:21 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COLLEGE OF ENGINEERING PUNE ,URBAN,93,73,6.6,YES,YES,Family pressure,Electronics and telecommunication engineering ,Family pressure,PG,Teacher,PG,Teacher,Father,Greater than 4,Living together,2,8 Lakh to 15 Lakh,Yes,Private car/Bike,15 min,15 to 30 min,YES,Yes,Yes,3,5,1,Yes,FREE,Yes,5,3,3,5,Yes,Travelling and playing mobile games ,3,No,Sometimes,No,No,Yes,No,No,No
2024/12/31 5:46:10 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE Pune,URBAN,75,-,-,YES,YES,Course preference,ENTC,Your preference,School,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,1 hour - 4 hour,30 min to 1 hour,YES,Yes,No,4,4,4,Yes,FREE,Yes,2,2,2,3,No,.,5,No,Yes,No,.,Yes,No,No,No
2024/12/31 5:47:29 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,90.60%,82.67%,8.11,NO,NO,Close to home,E&TC,Your preference,School,Housewife,UG,Industrial Job,Mother,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,Yes,Yes,3,1,1,Yes,PAID,Yes,1,2,2,2,Yes,"learning new skills, playing sports(outdoor)",5,Yes,Yes,No,no,Yes,No,No,No
2024/12/31 6:14:44 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COLLEGE OF ENGINEERING ,URBAN,86.5,71.34,6.7,YES,YES,Course preference,Electronics and Telecommunications Engineering ,Your preference,Highschool,Housewife,UG,Any Other,Any other,Less or equal to 4,Living together,5,2.5 Lakh to 8 Lakh,Yes,Public Transport,15 min,30 min to 1 hour,YES,Yes,Yes,2,2,1,No,None,No,2,1,2,2,No,Traveling,5,No,Sometimes,No,No,Yes,No,No,No
2024/12/31 6:35:12 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE,RURAL,92.6,91,7.7,NO,YES,Course preference,E&TC,Any other,UG,Any other,UG,Business,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,1,1,2,No,Elocution ,3,No,Yes,Yes,No,Yes,No,No,No
2024/12/31 6:40:12 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS,URBAN,75,54,6.7,YES,NO,Reputation of College,Mechanical sandwich,Your preference,UG,Housewife,UG,Business,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,1,1,1,No,,Yes,2,2,1,3,Yes,Guitar and Sketching,3,No,Yes,No,no,Yes,No,No,No
2024/12/31 6:48:46 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS College Of Engineering,URBAN,83.80%,83.33%,8.46,NO,YES,Close to home,E&TC,Your preference,UG,Housewife,PG,Any Other,Mother,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,Yes,Private car/Bike,15 min,more than 4 hours,YES,Yes,No,2,1,2,Yes,FREE,Yes,1,1,1,1,Yes,1)GYM 2)Cricket 3)Taking care of my appearance,3,No,Yes,No,No,Yes,No,No,No
2024/12/31 7:22:01 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,GSMCOE ,URBAN,75,80,7.36,NO,YES,Reputation of College,Computer Engineering ,Your preference,UG,Teacher,PG,Teacher,Father,Less or equal to 4,Living together,4,8 Lakh to 15 Lakh,No,Public Transport,15 min,more than 4 hours,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,1,1,1,No,"Travelling, watching TV and phone ",5,No,Sometimes,Yes,No,Yes,No,No,No
2024/12/31 8:54:01 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE ,URBAN,91,89,7.5,YES,YES,Course preference,Electronics and Telecommunication ,Any other,PG,Housewife,PG,Any Other,Father,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Any Other,15 to 30 min,30 min to 1 hour,YES,Yes,No,2,1,1,No,,Yes,2,2,2,2,Yes,Music,2,No,Yes,No,No,Yes,No,No,No
2024/12/31 9:38:52 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,85%,65%,5.8,NO,YES,Reputation of College,Electronics and Telecommunications ,Your preference,UG,Housewife,UG,Business,Father,Less or equal to 4,Living together,3,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,No,No,Yes,4,4,4,No,,No,3,2,4,3,No,Playing outdoor game's ,3,Yes,Sometimes,No,No,Yes,No,No,No
2024/12/31 9:56:10 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COLLEGE OF ENGINEERING PUNE,URBAN,89.6,61.67,7.45,NO,YES,Reputation of College,Electronics and Telecommunication ,Any other,PG,Teacher,UG,Any Other,Mother,Less or equal to 4,Living together,1,More than  15 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,3,2,2,No,FREE,No,2,1,2,3,Yes,"Dance ,travel, reading, listening music",3,No,Yes,No, No,Yes,No,No,No
2024/12/31 11:57:09 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COR,URBAN,88%,70%,6.82,YES,YES,Family pressure,E&TC,Any other,PG,Teacher,PG,Teacher,Father,Greater than 4,Living together,1,8 Lakh to 15 Lakh,Yes,Private car/Bike,15 min,15 to 30 min,No,Yes,No,3,2,1,No,FREE,Yes,2,2,2,5,Yes,Trading and weight training ,4,No,Yes,Yes,Not placed,No,No,No,Yes
2025/01/01 9:34:24 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS,URBAN,89%,Diploma- 89%,None ,NO,YES,Reputation of College,ENTC,Your preference,PG,Housewife,PG,Any Other,Mother,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,No,1,1,1,Yes,FREE,No,2,2,2,3,Yes,Reading books ,5,No,Yes,No,No,Yes,No,No,No
2025/01/01 10:58:00 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COLLEGE OF ENGINEERING PUNE ,URBAN,92.4,74.17,6.41,NO,YES,Reputation of College,Electronics and telecommunication ,Your preference,Highschool,Housewife,PG,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,4,2,2,Yes,PAID,Yes,1,2,2,3,No,Listening music ,2,No,Yes,No,No,No,No,No,No
2025/01/01 11:03:17 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms coe,URBAN,89,67,7.5,NO,YES,Course preference,Electronics and telecommunication ,Your preference,School,Housewife,High School,Farmer,Any other,Less or equal to 4,Living together,3,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,30 min to 1 hour,YES,Yes,No,3,3,2,No,FREE,No,2,4,2,2,Yes,"Watch sports, tinkering",2,No,Yes,No,No,Yes,No,No,No
2025/01/01 11:11:37 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,Aissms ,URBAN,89,52,7,NO,YES,Reputation of College,Electronics and telecommunication ,Any other,Highschool,Housewife,UG,Industrial Job,Father,Greater than 4,Living together,4,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,No,3,3,3,Yes,FREE,Yes,2,1,2,3,No,Playing cricket and badminton ,3,No,Sometimes,No,No,No,No,No,No
2025/01/01 11:23:48 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS College of engineering ,URBAN,92,78,6.8,YES,YES,Close to home,Electronic and telecommunications ,Your preference,PG,Teacher,PG,Business,Father,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,Yes,Private car/Bike,15 to 30 min,30 min to 1 hour,YES,Yes,Yes,2,3,2,No,FREE,Yes,2,2,1,1,No,Sports and entrepreneurship ,3,No,Sometimes,No,No,Yes,No,No,No
2025/01/01 11:34:29 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE PUNE ,URBAN,83.6,84.34,6.9,NO,YES,Course preference,E&TC,Your preference,Not Educated,Housewife,High School,Industrial Job,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,1,2,1,Yes,FREE,Yes,1,1,2,2,No,"Playing ,Treaking",3,No,Yes,No,No,Yes,No,No,No
2025/01/01 11:43:28 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms coe pune ,URBAN,90.4,Diploma - 85.79,7.11,NO,YES,Course preference,Entc,Your preference,School,Housewife,High School,Business,Father,Less or equal to 4,Living together,5,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,3,4,5,Yes,FREE,Yes,2,3,4,3,Yes,Drawing n reading ,3,No,Yes,No, No ,Yes,No,No,No
2025/01/01 11:59:52 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS Coe pune,URBAN,84.8,Na,Na,YES,YES,Reputation of College,Electronics and telecommunication engineering ,Your preference,School,Housewife,High School,Any Other,Mother,Less or equal to 4,Living Apart,1,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,30 min to 1 hour,YES,No,No,2,3,1,No,,Yes,2,3,4,4,No,Music ,1,No,Yes,No,No,No,No,No,No
2025/01/01 3:03:21 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"AISSMS college of engineering,Pune",URBAN,91,65,6,YES,YES,Course preference,Electronics and telecommunication ,Any other,Highschool,Housewife,UG,Any Other,Mother,Less or equal to 4,Living Apart,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,No,No,3,3,3,No,,Yes,1,3,3,3,No,"Listening music,Drawing ",2,No,Yes,No,No,Yes,No,No,No
2025/01/01 3:40:04 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"All India Shree Shivaji Memorial Society's College of Engineering,pune",URBAN,83.8,85.8,-,YES,YES,Course preference,ENTC ,Your preference,Highschool,Housewife,High School,Farmer,Father,Less or equal to 4,Living Apart,1,Less than 2.5 Lakh,No,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,2,2,2,No,FREE,Yes,2,2,2,2,No,"Drawing,arts ",4,No,Yes,No,No,No,No,No,No
2025/01/01 4:42:53 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS ,URBAN,74,None,7.9,NO,NO,Reputation of College,ENTC,Any other,Highschool,Housewife,High School,Any Other,Any other,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,1,1,1,Yes,FREE,Yes,1,1,1,1,Yes,Playing games ,5,No,Yes,No,No,Yes,No,No,No
2025/01/01 8:08:19 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Genba sopanrao moze balewadi ,RURAL,82.2,46.17,No CGPA,YES,NO,Family pressure,AIML,Your preference,School,Housewife,High School,Any Other,Father,Greater than 4,Living Apart,4,Less than 2.5 Lakh,No,Any Other,15 to 30 min,30 min to 1 hour,No,Yes,Yes,3,3,3,No,,No,3,3,1,3,No,Singing and traveling ,5,No,Sometimes,No,No,Yes,No,No,No
2025/01/01 8:25:27 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,Aissms coe,URBAN,88.6,68.83,9.18,NO,YES,Reputation of College,ENTC,Any other,UG,Housewife,UG,Farmer,Any other,Less or equal to 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,2,2,No,,No,3,2,2,3,No,"Studing,playing,art,cooking ",3,No,Yes,No,No,Yes,No,No,No
2025/01/01 8:28:05 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE PUNE,URBAN,75.8,78.18,-,YES,YES,Course preference,Electronics and communication ,Your preference,School,Any other,High School,Any Other,Any other,Less or equal to 4,Living Apart,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,2,2,2,No,FREE,Yes,1,1,2,3,Yes,"Reading books, listening to music",3,No,Yes,No,No,Yes,No,No,No
2025/01/01 9:40:10 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"Aissms college of engineering, pune",URBAN,58,84,4.98,YES,YES,Close to home,Electronics and telecommunication ,Your preference,Highschool,Housewife,UG,Any Other,Father,Less or equal to 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,No,Yes,No,2,3,1,Yes,FREE,Yes,2,2,2,2,No,Skating and swimming ,3,No,Sometimes,No,No,No,No,No,No
2025/01/01 11:03:47 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE,URBAN,91.40%,62%,8.75,NO,YES,Course preference,Electronics and Telecommunication ,Any other,UG,Any other,UG,Industrial Job,Father,Less or equal to 4,Living together,2,More than  15 Lakh,Yes,Public Transport,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,3,2,1,No,,Yes,2,3,3,3,No,Painting ,3,No,Yes,No,No,Yes,No,No,No
2025/01/02 12:43:00 AM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,94,76,8.4,NO,YES,Close to home,ENTC,Your preference,School,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,2,Less than 2.5 Lakh,Yes,Private car/Bike,30 min to 1 hour,1 hour - 4 hour,No,Yes,No,2,1,2,No,FREE,Yes,2,2,1,3,Yes,"Football , gym freak",5,Yes,No,No,No,Yes,No,No,No
2025/01/02 8:38:31 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"AISSMS,COE,Pune",URBAN,90,93,7.18,YES,YES,Course preference,EnTC,Any other,UG,Business,PG,Any Other,Mother,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 min,1 hour - 4 hour,YES,Yes,No,3,2,2,No,FREE,Yes,4,2,3,4,No,Spending time with loved ones,4,No,Yes,No,No,No,No,No,No
2025/01/02 10:26:27 AM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,All India Shree Shivaji Memorial  Society  College of engineering ,URBAN,93.26,75.8,8.73,NO,YES,Course preference,Electronics and telecommunication,Any other,UG,Housewife,UG,Business,Father,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,No,Any Other,15 min,1 hour - 4 hour,YES,Yes,Yes,3,3,3,No,,Yes,2,2,3,3,No,Reading book,2,No,Yes,Yes,No,Yes,No,No,No
2025/01/02 12:30:37 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMSCOE ,URBAN,86.2,70,5.6,YES,YES,Course preference,E&TC,Your preference,UG,Teacher,High School,Any Other,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,2,2,2,Yes,FREE,Yes,1,2,3,3,No,Space research and traveling ,2,Yes,Yes,No,No,Yes,No,No,No
2025/01/02 2:29:59 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,URBAN,70,81,7,YES,YES,Close to home,CHEMICAL,Your preference,UG,Housewife,UG,Business,Father,Less or equal to 4,Living together,3,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,15 to 30 min,30 min to 1 hour,YES,No,No,3,4,4,Yes,FREE,Yes,2,3,3,3,Yes,MUSIC AND TRAVELLING ,3,No,Yes,No,NO,Yes,No,No,No
2025/01/02 2:31:56 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS ,URBAN,82.6,86,80,NO,YES,Reputation of College,Chemical ,Your preference,PG,Housewife,UG,Any Other,Any other,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Private car/Bike,30 min to 1 hour,30 min to 1 hour,YES,Yes,Yes,2,1,1,Yes,FREE,Yes,1,2,2,3,Yes,Travelling and Reading ,5,No,Yes,Yes,No,Yes,No,No,No
2025/01/02 2:32:08 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"AISSMS , COE PUNE ",URBAN,73.8,82.17,74.07,NO,NO,Reputation of College,Chemical Engineering ,Your preference,Highschool,Housewife,PG,Farmer,Any other,Less or equal to 4,Living Apart,4,Less than 2.5 Lakh,Yes,Public Transport,15 min,30 min to 1 hour,YES,Yes,Yes,2,2,2,Yes,FREE,Yes,2,2,2,2,Yes,"Gym , cycling, listening Music ",2,No,Yes,Yes,No,No,No,No,No
2025/01/02 2:33:24 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,"Aissms College of engineering, Pune",URBAN,92,81.33,8.01,NO,YES,Reputation of College,Chemical engineering ,Your preference,School,Housewife,UG,Industrial Job,Father,Less or equal to 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,3,2,2,Yes,FREE,No,2,2,3,4,Yes,"Dancing, Travelling ",4,No,Yes,Yes,No,Yes,No,No,No
2025/01/02 2:33:52 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS-COE ,URBAN,83%,47%,7.5,YES,YES,Course preference,Chemical,Your preference,School,Housewife,High School,Any Other,Any other,Greater than 4,Living together,1,2.5 Lakh to 8 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,2,2,No,FREE,No,5,2,1,3,Yes,"Poetry, writing, and sketching ",2,No,Sometimes,No,No,Yes,No,No,No
2025/01/02 2:34:00 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS COE,RURAL,87.6,53.4,No,YES,YES,Course preference,CHEMICAL ENGINEERING ,Your preference,School,Business,High School,Farmer,Any other,Less or equal to 4,Living together,1,Less than 2.5 Lakh,No,Public Transport,15 min,30 min to 1 hour,YES,Yes,Yes,3,1,1,No,,Yes,3,3,1,2,No,Cooking ,5,No,Yes,No,No,No,No,No,Yes
2025/01/02 2:34:10 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE Pune,URBAN,86.2,60.5,-,YES,YES,Course preference,Chemical ,Your preference,UG,Housewife,UG,Any Other,Any other,Less or equal to 4,Living together,1,8 Lakh to 15 Lakh,Yes,Any Other,15 to 30 min,1 hour - 4 hour,YES,Yes,Yes,3,3,3,No,,Yes,2,2,2,2,No,"Swimming, playing sports, travelling ",3,No,Yes,No,No,No,No,No,No
2025/01/02 2:37:22 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS college of engineering ,URBAN,83%,64%,No,YES,YES,Reputation of College,Chemical,Your preference,UG,Housewife,PG,Business,Father,Greater than 4,Living together,1,Less than 2.5 Lakh,Yes,Public Transport,1 hour - 4 hour,1 hour - 4 hour,YES,No,Yes,2,1,2,No,,Yes,2,2,1,3,Yes,Sports ,5,No,Yes,No,No,Yes,No,No,No
2025/01/02 2:38:09 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,"AISSMS COE, PUNE",RURAL,91.2,70.31,74.55,NO,YES,Family pressure,Chemical ,Your preference,Not Educated,Housewife,No Education,Any Other,Mother,Less or equal to 4,Living together,3,Less than 2.5 Lakh,No,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,3,3,3,Yes,FREE,No,3,2,4,3,Yes,Nature Drawing and Nature Photography ,4,No,Sometimes,No,No,No,No,No,No
2025/01/02 2:41:51 PM GMT+5:30,xxx@gmail.com,xxx,Female,18-25,AISSMS COE PUNE ,URBAN,63,81,8.07,NO,NO,Course preference,Chemical engineering ,Your preference,School,Housewife,School,Farmer,Any other,Greater than 4,Living Apart,3,Less than 2.5 Lakh,Yes,Public Transport,30 min to 1 hour,1 hour - 4 hour,YES,Yes,Yes,2,2,2,Yes,FREE,No,3,2,1,2,No,"Singing, dancing, daily kitchen works and... I love to read books ",3,No,Sometimes,No,No,Yes,No,No,No
2025/01/02 2:42:32 PM GMT+5:30,xxx@gmail.com,xxx,Male,18-25,AISSMS PUNE ,URBAN,63,50,No,YES,YES,Course preference,Chemical engineering ,Any other,Highschool,Housewife,High School,Business,Father,Less or equal to 4,Living together,5,2.5 Lakh to 8 Lakh,No,Public Transport,15 to 30 min,30 min to 1 hour,YES,Yes,Yes,5,5,5,No,,Yes,5,3,5,1,No,Sports ,5,No,Yes,No,No,No,No,No,No
